1,2,21.3616342034413
1,2,21.3616342034413
2,1,21.3616342034413
1,3,9.46260109928612
1,3,9.46260109928612
3,1,9.46260109928612
2,3,12.1193057642694
3,2,12.1193057642694
1,4,8.97860338281478
1,4,8.97860338281478
4,1,8.97860338281478
3,4,15.1282455652966
4,3,15.1282455652966
2,4,24.691810893158
4,2,24.691810893158
3,5,6.69420738300491
3,5,6.69420738300491
5,3,6.69420738300491
2,5,10.4180640658555
5,2,10.4180640658555
1,5,12.8717115161347
5,1,12.8717115161347
4,5,14.3516761774264
5,4,14.3516761774264
5,6,17.7779213458243
5,6,17.7779213458243
6,5,17.7779213458243
3,6,24.4379166590543
6,3,24.4379166590543
5,7,8.9133435726767
5,7,8.9133435726767
7,5,8.9133435726767
6,7,9.16425169457145
7,6,9.16425169457145
2,7,15.8638259813507
7,2,15.8638259813507
7,8,9.26778951070831
7,8,9.26778951070831
8,7,9.26778951070831
2,8,10.1056688122683
8,2,10.1056688122683
5,8,11.0587479829421
8,5,11.0587479829421
3,8,16.9099871626851
8,3,16.9099871626851
1,8,23.860217747881
8,1,23.860217747881
6,9,14.2345968192952
6,9,14.2345968192952
9,6,14.2345968192952
8,9,15.8395121902881
9,8,15.8395121902881
3,9,32.6574397086254
9,3,32.6574397086254
6,10,2.6114200465499
6,10,2.6114200465499
10,6,2.6114200465499
7,10,11.0111087150998
10,7,11.0111087150998
9,10,15.3065040474561
10,9,15.3065040474561
5,10,19.8441275900444
10,5,19.8441275900444
7,11,4.09214027206874
7,11,4.09214027206874
11,7,4.09214027206874
6,11,5.07940297011549
11,6,5.07940297011549
10,11,7.08619660363417
11,10,7.08619660363417
5,11,12.7719102054483
11,5,12.7719102054483
2,11,18.1739610911315
11,2,18.1739610911315
4,12,5.90161910285482
4,12,5.90161910285482
12,4,5.90161910285482
1,12,12.6135721923664
12,1,12.6135721923664
10,13,12.8900393322352
10,13,12.8900393322352
13,10,12.8900393322352
6,13,14.8559602735497
13,6,14.8559602735497
11,13,19.86914426319
13,11,19.86914426319
7,13,23.8795033612986
13,7,23.8795033612986
12,14,8.3843256569536
12,14,8.3843256569536
14,12,8.3843256569536
4,14,12.6283231793039
14,4,12.6283231793039
14,15,2.88735516471532
14,15,2.88735516471532
15,14,2.88735516471532
12,15,7.45349109190684
15,12,7.45349109190684
4,15,12.6825652678535
15,4,12.6825652678535
13,16,9.71824388395042
13,16,9.71824388395042
16,13,9.71824388395042
9,16,14.0616491388138
16,9,14.0616491388138
8,16,27.9845619693491
16,8,27.9845619693491
8,17,3.49330454400058
8,17,3.49330454400058
17,8,3.49330454400058
2,17,7.70089909822752
17,2,7.70089909822752
5,17,7.86646780771146
17,5,7.86646780771146
7,17,8.7795649059706
17,7,8.7795649059706
11,17,10.5321812435451
17,11,10.5321812435451
3,17,13.4433435268102
17,3,13.4433435268102
5,18,5.58061322016079
5,18,5.58061322016079
18,5,5.58061322016079
2,18,6.010069823118
18,2,6.010069823118
3,18,6.23911357128553
18,3,6.23911357128553
17,18,8.32882537793929
18,17,8.32882537793929
8,18,11.7726817325074
18,8,11.7726817325074
7,18,13.5450919303031
18,7,13.5450919303031
1,18,15.3536406497547
18,1,15.3536406497547
16,19,4.64044594901103
16,19,4.64044594901103
19,16,4.64044594901103
13,19,5.31526047778401
19,13,5.31526047778401
10,19,16.6238945347576
19,10,16.6238945347576
9,20,13.3665125362928
9,20,13.3665125362928
20,9,13.3665125362928
9,21,4.12062885881939
9,21,4.12062885881939
21,9,4.12062885881939
20,21,10.2331811880016
21,20,10.2331811880016
6,21,18.3384936366328
21,6,18.3384936366328
10,21,19.4214549772957
21,10,19.4214549772957
9,22,2.18989491200175
9,22,2.18989491200175
22,9,2.18989491200175
21,22,6.28985002728505
22,21,6.28985002728505
6,22,12.1397982985814
22,6,12.1397982985814
10,22,13.1323167787635
22,10,13.1323167787635
16,22,13.6558099231709
22,16,13.6558099231709
8,22,15.0009205173174
22,8,15.0009205173174
22,23,0.825956137143746
22,23,0.825956137143746
23,22,0.825956137143746
9,23,1.4504432984263
23,9,1.4504432984263
21,23,5.49523287525931
23,21,5.49523287525931
6,23,12.9648659634756
23,6,12.9648659634756
16,23,13.4664515012784
23,16,13.4664515012784
10,23,13.9360683535162
23,10,13.9360683535162
20,23,14.7845492772318
23,20,14.7845492772318
18,24,4.25399994344554
18,24,4.25399994344554
24,18,4.25399994344554
3,24,5.96019084104398
24,3,5.96019084104398
2,24,7.78555834558352
24,2,7.78555834558352
5,24,9.09505852499854
24,5,9.09505852499854
17,24,12.4069357709514
24,17,12.4069357709514
1,24,15.279968813584
24,1,15.279968813584
8,24,15.7614769875167
24,8,15.7614769875167
21,25,3.63336663514057
21,25,3.63336663514057
25,21,3.63336663514057
20,25,13.0960342810571
25,20,13.0960342810571
19,26,1.17894828210027
19,26,1.17894828210027
26,19,1.17894828210027
13,26,4.60605454186538
26,13,4.60605454186538
16,26,5.74664767485745
26,16,5.74664767485745
10,26,16.5870109981844
26,10,16.5870109981844
3,27,3.17836239518802
3,27,3.17836239518802
27,3,3.17836239518802
5,27,4.3302200289551
27,5,4.3302200289551
18,27,6.63662655693959
27,18,6.63662655693959
24,27,8.15761859056767
27,24,8.15761859056767
1,27,9.03140671270588
27,1,9.03140671270588
17,27,11.9806631686458
27,17,11.9806631686458
13,28,3.19670674747665
13,28,3.19670674747665
28,13,3.19670674747665
26,28,5.98716268994375
28,26,5.98716268994375
19,28,6.09124608028112
28,19,6.09124608028112
10,28,10.5999742807853
28,10,10.5999742807853
6,28,12.2595245377259
28,6,12.2595245377259
25,29,3.48415589217264
25,29,3.48415589217264
29,25,3.48415589217264
21,29,4.24635022463338
29,21,4.24635022463338
9,29,7.93877695233605
29,9,7.93877695233605
23,29,9.09355536763327
29,23,9.09355536763327
22,29,9.91929065148108
29,22,9.91929065148108
20,29,10.6848838359169
29,20,10.6848838359169
1,30,3.20120826090728
1,30,3.20120826090728
30,1,3.20120826090728
4,30,6.18705191578482
30,4,6.18705191578482
27,30,8.30696676726441
30,27,8.30696676726441
12,30,9.41365076517674
30,12,9.41365076517674
3,30,9.7961233199185
30,3,9.7961233199185
5,30,11.4013105706336
30,5,11.4013105706336
18,30,14.9399899824634
30,18,14.9399899824634
15,31,6.53591312221498
15,31,6.53591312221498
31,15,6.53591312221498
14,31,7.60996726330808
31,14,7.60996726330808
12,31,13.7978673155178
31,12,13.7978673155178
20,32,4.82734132331825
20,32,4.82734132331825
32,20,4.82734132331825
29,32,7.16892317822199
32,29,7.16892317822199
21,32,8.59294972841338
32,21,8.59294972841338
25,32,10.3163020760469
32,25,10.3163020760469
9,32,12.5529835345759
32,9,12.5529835345759
23,32,13.9894852137409
32,23,13.9894852137409
22,32,14.7394881372142
32,22,14.7394881372142
22,33,2.68058548863325
22,33,2.68058548863325
33,22,2.68058548863325
23,33,3.47630028880824
33,23,3.47630028880824
9,33,4.59535380945561
33,9,4.59535380945561
21,33,8.67038238592931
33,21,8.67038238592931
6,33,9.67488035123151
33,6,9.67488035123151
10,33,10.9365089080009
33,10,10.9365089080009
2,34,3.72558482468808
2,34,3.72558482468808
34,2,3.72558482468808
17,34,5.03293845138871
34,17,5.03293845138871
8,34,6.63229079838103
34,8,6.63229079838103
18,34,7.9499133227622
34,18,7.9499133227622
5,34,10.5751582574712
34,5,10.5751582574712
24,34,10.9048163981772
34,24,10.9048163981772
7,34,13.7857924753776
34,7,13.7857924753776
5,35,4.27535596300704
5,35,4.27535596300704
35,5,4.27535596300704
17,35,4.50859706071089
35,17,4.50859706071089
7,35,5.97602637610782
35,7,5.97602637610782
8,35,7.13316939247349
35,8,7.13316939247349
18,35,7.67997508794526
35,18,7.67997508794526
27,35,8.59862598511396
35,27,8.59862598511396
34,35,8.77863984751146
35,34,8.77863984751146
9,36,0.559649032761723
9,36,0.559649032761723
36,9,0.559649032761723
23,36,2.00403658513966
36,23,2.00403658513966
22,36,2.71754244091217
36,22,2.71754244091217
21,36,3.65531147451359
36,21,3.65531147451359
33,36,5.01753849495916
36,33,5.01753849495916
29,36,7.59291189893791
36,29,7.59291189893791
28,37,1.27836660054239
28,37,1.27836660054239
37,28,1.27836660054239
13,37,3.35255724598753
37,13,3.35255724598753
19,37,4.96232376243391
37,19,4.96232376243391
26,37,5.01235295300373
37,26,5.01235295300373
10,37,11.6618869537426
37,10,11.6618869537426
5,38,4.84117638859667
5,38,4.84117638859667
38,5,4.84117638859667
27,38,5.42054909141029
38,27,5.42054909141029
30,38,8.01239745367495
38,30,8.01239745367495
3,38,8.59474323078166
38,3,8.59474323078166
32,39,2.18412447211308
32,39,2.18412447211308
39,32,2.18412447211308
20,39,3.86850245104125
39,20,3.86850245104125
29,39,9.3496203185713
39,29,9.3496203185713
21,39,10.4890237302386
39,21,10.4890237302386
25,39,12.449517499941
39,25,12.449517499941
36,39,13.7609898734611
39,36,13.7609898734611
9,39,14.3062791502233
39,9,14.3062791502233
